id,name,generation,height,weight,hp,attack,defense,special-attack,special-defense,speed,total,url_sprite,url_shadow_sprite
110,Weezing,generation-i,12,95,65,90,120,85,70,60,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/110.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/110.png?raw=true
111,Rhyhorn,generation-i,10,1150,80,85,95,30,30,25,345,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/111.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/111.png?raw=true
112,Rhydon,generation-i,19,1200,105,130,120,45,45,40,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/112.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/112.png?raw=true
113,Chansey,generation-i,11,346,250,5,5,35,105,50,450,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/113.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/113.png?raw=true
114,Tangela,generation-i,10,350,65,55,115,100,40,60,435,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/114.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/114.png?raw=true
115,Kangaskhan,generation-i,22,800,105,95,80,40,80,90,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/115.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/115.png?raw=true
116,Horsea,generation-i,4,80,30,40,70,70,25,60,295,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/116.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/116.png?raw=true
117,Seadra,generation-i,12,250,55,65,95,95,45,85,440,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/117.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/117.png?raw=true
118,Goldeen,generation-i,6,150,45,67,60,35,50,63,320,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/118.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/118.png?raw=true
119,Seaking,generation-i,13,390,80,92,65,65,80,68,450,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/119.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/119.png?raw=true
120,Staryu,generation-i,8,345,30,45,55,70,55,85,340,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/120.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/120.png?raw=true
121,Starmie,generation-i,11,800,60,75,85,100,85,115,520,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/121.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/121.png?raw=true
122,Mr-Mime,generation-i,13,545,40,45,65,100,120,90,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/122.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/122.png?raw=true
123,Scyther,generation-i,15,560,70,110,80,55,80,105,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/123.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/123.png?raw=true
124,Jynx,generation-i,14,406,65,50,35,115,95,95,455,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/124.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/124.png?raw=true
125,Electabuzz,generation-i,11,300,65,83,57,95,85,105,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/125.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/125.png?raw=true
126,Magmar,generation-i,13,445,65,95,57,100,85,93,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/126.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/126.png?raw=true
127,Pinsir,generation-i,15,550,65,125,100,55,70,85,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/127.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/127.png?raw=true
128,Tauros,generation-i,14,884,75,100,95,40,70,110,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/128.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/128.png?raw=true
129,Magikarp,generation-i,9,100,20,10,55,15,20,80,200,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/129.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/129.png?raw=true
130,Gyarados,generation-i,65,2350,95,125,79,60,100,81,540,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/130.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/130.png?raw=true
131,Lapras,generation-i,25,2200,130,85,80,85,95,60,535,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/131.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/131.png?raw=true
132,Ditto,generation-i,3,40,48,48,48,48,48,48,288,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/132.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/132.png?raw=true
133,Eevee,generation-i,3,65,55,55,50,45,65,55,325,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/133.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/133.png?raw=true
134,Vaporeon,generation-i,10,290,130,65,60,110,95,65,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/134.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/134.png?raw=true
135,Jolteon,generation-i,8,245,65,65,60,110,95,130,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/135.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/135.png?raw=true
136,Flareon,generation-i,9,250,65,130,60,95,110,65,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/136.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/136.png?raw=true
137,Porygon,generation-i,8,365,65,60,70,85,75,40,395,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/137.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/137.png?raw=true
138,Omanyte,generation-i,4,75,35,40,100,90,55,35,355,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/138.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/138.png?raw=true
139,Omastar,generation-i,10,350,70,60,125,115,70,55,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/139.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/139.png?raw=true
140,Kabuto,generation-i,5,115,30,80,90,55,45,55,355,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/140.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/140.png?raw=true
141,Kabutops,generation-i,13,405,60,115,105,65,70,80,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/141.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/141.png?raw=true
142,Aerodactyl,generation-i,18,590,80,105,65,60,75,130,515,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/142.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/142.png?raw=true
143,Snorlax,generation-i,21,4600,160,110,65,65,110,30,540,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/143.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/143.png?raw=true
144,Articuno,generation-i,17,554,90,85,100,95,125,85,580,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/144.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/144.png?raw=true
145,Zapdos,generation-i,16,526,90,90,85,125,90,100,580,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/145.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/145.png?raw=true
146,Moltres,generation-i,20,600,90,100,90,125,85,90,580,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/146.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/146.png?raw=true
147,Dratini,generation-i,18,33,41,64,45,50,50,50,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/147.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/147.png?raw=true
148,Dragonair,generation-i,40,165,61,84,65,70,70,70,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/148.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/148.png?raw=true
149,Dragonite,generation-i,22,2100,91,134,95,100,100,80,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/149.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/149.png?raw=true
150,Mewtwo,generation-i,20,1220,106,110,90,154,90,130,680,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/150.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/150.png?raw=true
151,Mew,generation-i,4,40,100,100,100,100,100,100,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_I/151.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_I/151.png?raw=true
152,Chikorita,generation-ii,9,64,45,49,65,49,65,45,318,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/152.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/152.png?raw=true
153,Bayleef,generation-ii,12,158,60,62,80,63,80,60,405,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/153.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/153.png?raw=true
154,Meganium,generation-ii,18,1005,80,82,100,83,100,80,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/154.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/154.png?raw=true
155,Cyndaquil,generation-ii,5,79,39,52,43,60,50,65,309,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/155.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/155.png?raw=true
156,Quilava,generation-ii,9,190,58,64,58,80,65,80,405,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/156.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/156.png?raw=true
157,Typhlosion,generation-ii,17,795,78,84,78,109,85,100,534,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/157.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/157.png?raw=true
158,Totodile,generation-ii,6,95,50,65,64,44,48,43,314,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/158.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/158.png?raw=true
159,Croconaw,generation-ii,11,250,65,80,80,59,63,58,405,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/159.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/159.png?raw=true
160,Feraligatr,generation-ii,23,888,85,105,100,79,83,78,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/160.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/160.png?raw=true
161,Sentret,generation-ii,8,60,35,46,34,35,45,20,215,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/161.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/161.png?raw=true
162,Furret,generation-ii,18,325,85,76,64,45,55,90,415,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/162.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/162.png?raw=true
163,Hoothoot,generation-ii,7,212,60,30,30,36,56,50,262,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/163.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/163.png?raw=true
164,Noctowl,generation-ii,16,408,100,50,50,86,96,70,452,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/164.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/164.png?raw=true
165,Ledyba,generation-ii,10,108,40,20,30,40,80,55,265,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/165.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/165.png?raw=true
166,Ledian,generation-ii,14,356,55,35,50,55,110,85,390,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/166.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/166.png?raw=true
167,Spinarak,generation-ii,5,85,40,60,40,40,40,30,250,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/167.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/167.png?raw=true
168,Ariados,generation-ii,11,335,70,90,70,60,70,40,400,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/168.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/168.png?raw=true
169,Crobat,generation-ii,18,750,85,90,80,70,80,130,535,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/169.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/169.png?raw=true
170,Chinchou,generation-ii,5,120,75,38,38,56,56,67,330,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/170.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/170.png?raw=true
171,Lanturn,generation-ii,12,225,125,58,58,76,76,67,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/171.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/171.png?raw=true
172,Pichu,generation-ii,3,20,20,40,15,35,35,60,205,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/172.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/172.png?raw=true
173,Cleffa,generation-ii,3,30,50,25,28,45,55,15,218,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/173.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/173.png?raw=true
174,Igglybuff,generation-ii,3,10,90,30,15,40,20,15,210,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/174.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/174.png?raw=true
175,Togepi,generation-ii,3,15,35,20,65,40,65,20,245,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/175.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/175.png?raw=true
176,Togetic,generation-ii,6,32,55,40,85,80,105,40,405,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/176.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/176.png?raw=true
177,Natu,generation-ii,2,20,40,50,45,70,45,70,320,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/177.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/177.png?raw=true
178,Xatu,generation-ii,15,150,65,75,70,95,70,95,470,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/178.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/178.png?raw=true
179,Mareep,generation-ii,6,78,55,40,40,65,45,35,280,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_II/179.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_II/179.png?raw=true
